Year,FIPS,County Name,Total Burn Area
2011,6061,Placer County,358.54
2011,6063,Plumas County,41.95
2011,6065,Riverside County,4554.69
2011,6067,Sacramento County,162.65
2011,6069,San Benito County,237.51
2011,6071,San Bernardino County,7836.53
2011,6073,San Diego County,16234.17
2011,6075,San Francisco County,11.3
2011,6077,San Joaquin County,408.25
2011,6079,San Luis Obispo County,9526.96
2011,6081,San Mateo County,13.85
2011,6083,Santa Barbara County,1934.75
2011,6085,Santa Clara County,186.92
2011,6087,Santa Cruz County,29.14
2011,6089,Shasta County,409.42
2011,6091,Sierra County,28.34
2011,6093,Siskiyou County,2520.89
2011,6095,Solano County,773.45
2011,6097,Sonoma County,110.76
2011,6099,Stanislaus County,2288.6
2011,6101,Sutter County,391.26
2011,6103,Tehama County,538.5
2011,6105,Trinity County,1542.23
2011,6107,Tulare County,24779.57
2011,6109,Tuolumne County,876.21
2011,6111,Ventura County,81.89
2011,6113,Yolo County,162.51
2011,6115,Yuba County,869.65
2012,6001,Alameda County,133.52
2012,6003,Alpine County,12.1
2012,6005,Amador County,93.93
2012,6007,Butte County,618.12
2012,6009,Calaveras County,1907.55
2012,6011,Colusa County,51819.4
2012,6013,Contra Costa County,180.28
2012,6015,Del Norte County,15.95
2012,6017,El Dorado County,380.5
2012,6019,Fresno County,2814.34
2012,6021,Glenn County,218.88
2012,6023,Humboldt County,601.02
2012,6025,Imperial County,357.3
2012,6027,Inyo County,1615.23
2012,6029,Kern County,19129.48
2012,6031,Kings County,57.25
2012,6033,Lake County,15726.77
2012,6035,Lassen County,327261.96
2012,6037,Los Angeles County,5717.64
2012,6039,Madera County,419.19
2012,6041,Marin County,35.47
2012,6043,Mariposa County,3512.71
2012,6045,Mendocino County,42840.34
2012,6047,Merced County,1115.33
2012,6049,Modoc County,6314.3
2012,6051,Mono County,12717.98
2012,6053,Monterey County,3050.05
2012,6055,Napa County,273.17
2012,6057,Nevada County,91.6
2012,6059,Orange County,12.81
2012,6061,Placer County,3204.56
2012,6063,Plumas County,76365.42
2012,6065,Riverside County,9998.49
2012,6067,Sacramento County,93.71
2012,6069,San Benito County,83.56
2012,6071,San Bernardino County,1151.24
2012,6073,San Diego County,21853.68
2012,6075,San Francisco County,0.4
2012,6077,San Joaquin County,279.8
2012,6079,San Luis Obispo County,1161.57
2012,6081,San Mateo County,24.23
2012,6083,Santa Barbara County,74.97
2012,6085,Santa Clara County,55.9
2012,6087,Santa Cruz County,129.03
2012,6089,Shasta County,78370
2012,6091,Sierra County,12.86
2012,6093,Siskiyou County,24733.77
2012,6095,Solano County,235.95
2012,6097,Sonoma County,137.64
2012,6099,Stanislaus County,97.46
2012,6101,Sutter County,10
2012,6103,Tehama County,30740.26
2012,6105,Trinity County,6125.02
2012,6107,Tulare County,2301.11
2012,6109,Tuolumne County,1595.75
2012,6111,Ventura County,1261.47
2012,6113,Yolo County,1192.22
2012,6115,Yuba County,562.99
2013,6001,Alameda County,1003.99
2013,6003,Alpine County,38.89
2013,6005,Amador County,251.25
2013,6007,Butte County,4371.75
2013,6009,Calaveras County,215.59
2013,6011,Colusa County,78.75
2013,6013,Contra Costa County,4169.4
2013,6015,Del Norte County,23
2013,6017,El Dorado County,1353.27
2013,6019,Fresno County,24965.16
2013,6021,Glenn County,455.8
2013,6023,Humboldt County,13625.21
2013,6025,Imperial County,663.55
2013,6027,Inyo County,481.61
2013,6029,Kern County,8133.45
2013,6031,Kings County,154.41
2013,6033,Lake County,1221.24
2013,6035,Lassen County,5618.09
2013,6037,Los Angeles County,39282.06
2013,6039,Madera County,1812.56
2013,6041,Marin County,22.701
2013,6043,Mariposa County,2061.27
2013,6045,Mendocino County,818.08
2013,6047,Merced County,1409.47
2013,6049,Modoc County,877.75
2013,6051,Mono County,23.18
2013,6053,Monterey County,449.79
2013,6055,Napa County,540.73
2013,6057,Nevada County,140.17
2013,6059,Orange County,70.66
2013,6061,Placer County,27976.54
2013,6063,Plumas County,661.311
2013,6065,Riverside County,61975.36
2013,6067,Sacramento County,249.48
2013,6069,San Benito County,469.34
2013,6071,San Bernardino County,2051.78
2013,6073,San Diego County,12937.55
2013,6075,San Francisco County,2
2013,6077,San Joaquin County,584.04
2013,6079,San Luis Obispo County,1106.69
2013,6081,San Mateo County,71.6
2013,6083,Santa Barbara County,2046.72
2013,6085,Santa Clara County,239.06
2013,6087,Santa Cruz County,78.34
2013,6089,Shasta County,9167.09
2013,6091,Sierra County,37.47
2013,6093,Siskiyou County,37594.75
2013,6095,Solano County,171.91
2013,6097,Sonoma County,4261.72
2013,6099,Stanislaus County,313.33
2013,6101,Sutter County,57.5
2013,6103,Tehama County,19322.19
2013,6105,Trinity County,120.07
2013,6107,Tulare County,3264.41
2013,6109,Tuolumne County,257207.32
2013,6111,Ventura County,29363.85
2013,6113,Yolo County,209.34
2013,6115,Yuba County,890.32
2014,6001,Alameda County,131.9
2014,6003,Alpine County,128.55
2014,6005,Amador County,160.92
2014,6007,Butte County,1013.12
2014,6009,Calaveras County,334.53
2014,6011,Colusa County,28.51
2014,6013,Contra Costa County,213.04
2014,6015,Del Norte County,28.4
2014,6017,El Dorado County,102196.54
2014,6019,Fresno County,452.11
2014,6021,Glenn County,272.9
2014,6023,Humboldt County,983.42
2014,6025,Imperial County,13.7
2014,6027,Inyo County,162.77
2014,6029,Kern County,8733.88
2014,6031,Kings County,9.71
2014,6033,Lake County,248.09
2014,6035,Lassen County,114.93
2014,6037,Los Angeles County,2861.58
2014,6039,Madera County,15063.07
2014,6041,Marin County,27.48
2014,6043,Mariposa County,12707.71
2014,6045,Mendocino County,13208.87
2014,6047,Merced County,2596.99
2014,6049,Modoc County,16157.81
2014,6051,Mono County,397.75
2014,6053,Monterey County,5941.42
2014,6055,Napa County,10961.54
2014,6057,Nevada County,353.15
2014,6059,Orange County,1014.82
2014,6061,Placer County,3502.99
2014,6063,Plumas County,88.09
2014,6065,Riverside County,15606.18
2014,6067,Sacramento County,134.09
2014,6069,San Benito County,23.09
2014,6071,San Bernardino County,2406.06
2014,6073,San Diego County,11025.53
2014,6075,San Francisco County,1.55
2014,6077,San Joaquin County,89.62
2014,6079,San Luis Obispo County,124.4
2014,6081,San Mateo County,14.86
2014,6083,Santa Barbara County,661.12
2014,6085,Santa Clara County,272
2014,6087,Santa Cruz County,25.62
2014,6089,Shasta County,94276.95
2014,6091,Sierra County,724.76
2014,6093,Siskiyou County,210022.63
2014,6095,Solano County,93.68
2014,6097,Sonoma County,87.99
2014,6099,Stanislaus County,467.93
2014,6101,Sutter County,1.99
2014,6103,Tehama County,1424.52
2014,6105,Trinity County,6930.23
2014,6107,Tulare County,1889.03
2014,6109,Tuolumne County,810.3
2014,6111,Ventura County,38.44
2014,6113,Yolo County,405.56
2014,6115,Yuba County,160.45
2015,6001,Alameda County,3466.25
2015,6003,Alpine County,17795.86
2015,6005,Amador County,70892.42
2015,6007,Butte County,3069.89
2015,6009,Calaveras County,293.7
2015,6011,Colusa County,9.16
2015,6013,Contra Costa County,378.28
2015,6015,Del Norte County,39512.01
2015,6017,El Dorado County,604.48
2015,6019,Fresno County,152943.45
2015,6021,Glenn County,9.77
2015,6023,Humboldt County,27575.55
2015,6025,Imperial County,3.2
2015,6027,Inyo County,6536.79
2015,6029,Kern County,608
2015,6031,Kings County,3.96
2015,6033,Lake County,171818.33
2015,6035,Lassen County,10986.52
2015,6037,Los Angeles County,2729.21
2015,6039,Madera County,7560.16
2015,6041,Marin County,7.54
2015,6043,Mariposa County,672.18
2015,6045,Mendocino County,585.83
2015,6047,Merced County,3866.41
2015,6049,Modoc County,5126.37
2015,6051,Mono County,4341.28
2015,6053,Monterey County,1979.67
2015,6055,Napa County,8186.81
2015,6057,Nevada County,2522.92
2015,6059,Orange County,230.02
2015,6061,Placer County,391.56
2015,6063,Plumas County,250.31
2015,6065,Riverside County,3384.65
2015,6067,Sacramento County,608.49
2015,6069,San Benito County,765.5
2015,6071,San Bernardino County,55986.98
2015,6073,San Diego County,9532.29
2015,6075,San Francisco County,2.11
2015,6077,San Joaquin County,146.53
2015,6079,San Luis Obispo County,4482.39
2015,6081,San Mateo County,42.24
2015,6083,Santa Barbara County,2123.79
2015,6085,Santa Clara County,211.96
2015,6087,Santa Cruz County,16.6
2015,6089,Shasta County,858.88
2015,6091,Sierra County,7.63
2015,6093,Siskiyou County,1118.67
2015,6095,Solano County,361.15
2015,6097,Sonoma County,135.11
2015,6099,Stanislaus County,194.7
2015,6101,Sutter County,0.01
2015,6103,Tehama County,593.52
2015,6105,Trinity County,210960.02
2015,6107,Tulare County,8291.87
2015,6109,Tuolumne County,1014.05
2015,6111,Ventura County,2441.84
2015,6113,Yolo County,115.29
2015,6115,Yuba County,86.78
2016,6001,Alameda County,218.63
2016,6003,Alpine County,696.41
2016,6005,Amador County,460.62
2016,6007,Butte County,2036.1
2016,6009,Calaveras County,1428.84
2016,6011,Colusa County,7.27
2016,6013,Contra Costa County,227.61
2016,6015,Del Norte County,115.86
2016,6017,El Dorado County,6076.13
2016,6019,Fresno County,28673.64
2016,6021,Glenn County,3.03
2016,6023,Humboldt County,862.84
2016,6025,Imperial County,412.7
2016,6027,Inyo County,610.9
2016,6029,Kern County,82393.01
2016,6031,Kings County,117.74
2016,6033,Lake County,4266.36
2016,6035,Lassen County,2653.07
2016,6037,Los Angeles County,49216.12
2016,6039,Madera County,834.89
2016,6041,Marin County,38.95
2016,6043,Mariposa County,1274.62
2016,6045,Mendocino County,212.1
2016,6047,Merced County,994.43
2016,6049,Modoc County,3122.7
2016,6051,Mono County,9084.14
2016,6053,Monterey County,142161.87
2016,6055,Napa County,5877.21
2016,6057,Nevada County,99.47
2016,6059,Orange County,255.61
2016,6061,Placer County,462.21
2016,6063,Plumas County,273.44
2016,6065,Riverside County,2567.69
2016,6067,Sacramento County,663.21
2016,6069,San Benito County,194.66
2016,6071,San Bernardino County,45983.41
2016,6073,San Diego County,9359.73
2016,6075,San Francisco County,5.72
2016,6077,San Joaquin County,454.11
2016,6079,San Luis Obispo County,52664.22
2016,6081,San Mateo County,37.99
2016,6083,Santa Barbara County,53145.88
2016,6085,Santa Clara County,6172.82
2016,6087,Santa Cruz County,19.71
2016,6089,Shasta County,1472.07
2016,6091,Sierra County,30.6
2016,6093,Siskiyou County,36173.34
2016,6095,Solano County,88.41
2016,6097,Sonoma County,1647.01
2016,6099,Stanislaus County,432.2
2016,6101,Sutter County,137.12
2016,6103,Tehama County,1211.14
2016,6105,Trinity County,54.65
2016,6107,Tulare County,12665.09
2016,6109,Tuolumne County,1424.06
2016,6111,Ventura County,2481.69
2016,6113,Yolo County,580.09
2016,6115,Yuba County,610.52
2017,6001,Alameda County,511.27
2017,6003,Alpine County,4500.64
2017,6005,Amador County,148.52
2017,6007,Butte County,22510.79
2017,6009,Calaveras County,488.86
2017,6011,Colusa County,34.69
2017,6013,Contra Costa County,530.79
2017,6015,Del Norte County,3430.25
2017,6017,El Dorado County,952.92
2017,6019,Fresno County,24291.53
2017,6021,Glenn County,5.13
2017,6023,Humboldt County,564.6
2017,6025,Imperial County,1059.5
2017,6027,Inyo County,119.31
2017,6029,Kern County,13922.82
2017,6031,Kings County,48063.44
2017,6033,Lake County,2897.73
2017,6035,Lassen County,92019.42
2017,6037,Los Angeles County,31403.03
2017,6039,Madera County,24706.77
2017,6041,Marin County,19.65
2017,6043,Mariposa County,92598.42
2017,6045,Mendocino County,37541.62
2017,6047,Merced County,2560.94
2017,6049,Modoc County,93719.32
2017,6051,Mono County,9760.87
2017,6053,Monterey County,5405.36
2017,6055,Napa County,146699.84
2017,6057,Nevada County,1471.46
2017,6059,Orange County,11893.7
2017,6061,Placer County,173.22
2017,6063,Plumas County,6698.55
2017,6065,Riverside County,38018.61
2017,6067,Sacramento County,1657.13
2017,6069,San Benito County,97.78
2017,6071,San Bernardino County,4068.77
2017,6073,San Diego County,14580.98
2017,6075,San Francisco County,10.79
2017,6077,San Joaquin County,156.82
2017,6079,San Luis Obispo County,32950.44
2017,6081,San Mateo County,51.17
2017,6083,Santa Barbara County,23399.04
2017,6085,Santa Clara County,1114
2017,6087,Santa Cruz County,409.34
2017,6089,Shasta County,1581.35
2017,6091,Sierra County,330.66
2017,6093,Siskiyou County,207542.55
2017,6095,Solano County,283.93
2017,6097,Sonoma County,19202.22
2017,6099,Stanislaus County,283.77
2017,6101,Sutter County,26.97
2017,6103,Tehama County,1004.78
2017,6105,Trinity County,40526.17
2017,6107,Tulare County,78248.61
2017,6109,Tuolumne County,3487.53
2017,6111,Ventura County,282097.38
2017,6113,Yolo County,1765.02
2017,6115,Yuba County,9288.83
2018,6001,Alameda County,870.95
2018,6003,Alpine County,230.18
2018,6005,Amador County,888.57
2018,6007,Butte County,155789.77
2018,6009,Calaveras County,510
2018,6011,Colusa County,85
2018,6013,Contra Costa County,915.94
2018,6015,Del Norte County,38156.51
2018,6017,El Dorado County,691.06
2018,6019,Fresno County,2128.44
2018,6021,Glenn County,2500.24
2018,6023,Humboldt County,4173.17
2018,6025,Imperial County,50.41
2018,6027,Inyo County,6086.64
2018,6029,Kern County,5128.02
2018,6031,Kings County,92.82
2018,6033,Lake County,15713.6
2018,6035,Lassen County,20436.38
2018,6037,Los Angeles County,5469.68
2018,6039,Madera County,14734.76
2018,6041,Marin County,155.15
2018,6043,Mariposa County,97697.82
2018,6045,Mendocino County,460351.85
2018,6047,Merced County,7200.68
2018,6049,Modoc County,42054.47
2018,6051,Mono County,7754.46
2018,6053,Monterey County,4144.1
2018,6055,Napa County,2731.38
2018,6057,Nevada County,84.78
2018,6059,Orange County,23375.59
2018,6061,Placer County,2520.94
2018,6063,Plumas County,263.47
2018,6065,Riverside County,16585.73
2018,6067,Sacramento County,127.12
2018,6069,San Benito County,2244.35
2018,6071,San Bernardino County,24146.7
2018,6073,San Diego County,3720.37
2018,6075,San Francisco County,14.27
2018,6077,San Joaquin County,12057.35
2018,6079,San Luis Obispo County,2022.29
2018,6081,San Mateo County,17.52
2018,6083,Santa Barbara County,963.75
2018,6085,Santa Clara County,626.62
2018,6087,Santa Cruz County,45.14
2018,6089,Shasta County,342819.47
2018,6091,Sierra County,11.18
2018,6093,Siskiyou County,38951.07
2018,6095,Solano County,2316.35
2018,6097,Sonoma County,76.7
2018,6099,Stanislaus County,12808.05
2018,6101,Sutter County,1328.19
2018,6103,Tehama County,12926.31
2018,6105,Trinity County,2110.07
2018,6107,Tulare County,6576.79
2018,6109,Tuolumne County,37353.83
2018,6111,Ventura County,101488.97
2018,6113,Yolo County,91137.37
2018,6115,Yuba County,281.39
2019,6001,Alameda County,263.58
2019,6003,Alpine County,119.35
2019,6005,Amador County,16.65
2019,6007,Butte County,954.28
2019,6009,Calaveras County,114.27
2019,6011,Colusa County,27.9
2019,6013,Contra Costa County,1253.83
2019,6015,Del Norte County,1.7
2019,6017,El Dorado County,3959.83
2019,6019,Fresno County,1507.69
2019,6021,Glenn County,18.8
2019,6023,Humboldt County,77.92
2019,6025,Imperial County,51.8
2019,6027,Inyo County,10317.7
2019,6029,Kern County,5216.05
2019,6031,Kings County,2.1
2019,6033,Lake County,120.6
2019,6035,Lassen County,8132.27
2019,6037,Los Angeles County,18050.02
2019,6039,Madera County,437.51
2019,6041,Marin County,68.43
2019,6043,Mariposa County,7051.6
2019,6045,Mendocino County,1258.71
2019,6047,Merced County,1671.34
2019,6049,Modoc County,20332.79
2019,6051,Mono County,4868.6
2019,6053,Monterey County,3526.29
2019,6055,Napa County,564.07
2019,6057,Nevada County,748.43
2019,6059,Orange County,41.64
2019,6061,Placer County,164.37
2019,6063,Plumas County,54862.26
2019,6065,Riverside County,11362.43
2019,6067,Sacramento County,44.54
2019,6069,San Benito County,213.05
2019,6071,San Bernardino County,1489.38
2019,6073,San Diego County,2280.11
2019,6075,San Francisco County,17.5
2019,6077,San Joaquin County,352.43
2019,6079,San Luis Obispo County,5443.17
2019,6081,San Mateo County,4.51
2019,6083,Santa Barbara County,3709.09
2019,6085,Santa Clara County,924.02
2019,6087,Santa Cruz County,0.88
2019,6089,Shasta County,908.98
2019,6091,Sierra County,19.97
2019,6093,Siskiyou County,2626.37
2019,6095,Solano County,58.01
2019,6097,Sonoma County,76905.09
2019,6099,Stanislaus County,2542.61
2019,6101,Sutter County,4.25
2019,6103,Tehama County,17023.08
2019,6105,Trinity County,2413.46
2019,6107,Tulare County,4683.2
2019,6109,Tuolumne County,994.37
2019,6111,Ventura County,12234.01
2019,6113,Yolo County,2547.4
2019,6115,Yuba County,53.68
2020,6001,Alameda County,677.9
2020,6003,Alpine County,100.3
2020,6005,Amador County,18.61
2020,6007,Butte County,25495.32
2020,6009,Calaveras County,5362.48
2020,6011,Colusa County,629.36
2020,6013,Contra Costa County,512.64
2020,6015,Del Norte County,5.4
2020,6017,El Dorado County,2881.52
2020,6019,Fresno County,415834.94
2020,6021,Glenn County,591882.19
2020,6023,Humboldt County,142857.75
2020,6025,Imperial County,165.3
2020,6027,Inyo County,438
2020,6029,Kern County,187196.01
2020,6031,Kings County,2000
2020,6033,Lake County,9704.59
2020,6035,Lassen County,130870.09
2020,6037,Los Angeles County,156530
2020,6039,Madera County,1135.87
2020,6041,Marin County,4948.78
2020,6043,Mariposa County,7880.42
2020,6045,Mendocino County,14757.38
2020,6047,Merced County,4890.85
2020,6049,Modoc County,2756.33
2020,6051,Mono County,51363.8
2020,6053,Monterey County,185263.8
2020,6055,Napa County,381322.21
2020,6057,Nevada County,2104.29
2020,6059,Orange County,19167.04
2020,6061,Placer County,468.66
2020,6063,Plumas County,361016.76
2020,6065,Riverside County,62549.7
2020,6067,Sacramento County,7112.96
2020,6069,San Benito County,2427.56
2020,6071,San Bernardino County,69895.99
2020,6073,San Diego County,22626.33
2020,6075,San Francisco County,1.6
2020,6077,San Joaquin County,19.04
2020,6079,San Luis Obispo County,10028.42
2020,6081,San Mateo County,86574.05
2020,6083,Santa Barbara County,2793.22
2020,6085,Santa Clara County,415373.89
2020,6087,Santa Cruz County,696.93
2020,6089,Shasta County,57763.19
2020,6091,Sierra County,47175.68
2020,6093,Siskiyou County,252352.22
2020,6095,Solano County,1919.85
2020,6097,Sonoma County,55423.26
2020,6099,Stanislaus County,125.75
2020,6101,Sutter County,24.17
2020,6103,Tehama County,94899.63
2020,6105,Trinity County,331229.85
2020,6107,Tulare County,11910.29
2020,6109,Tuolumne County,5425.38
2020,6111,Ventura County,3405.49
2020,6113,Yolo County,44.76
2020,6115,Yuba County,1370.47
